row,cid,primera,segunda ,tercera,cmpdname,cmpdsynonym,mw,mf,polararea,complexity,xlogp,heavycnt,hbonddonor,hbondacc,rotbonds,inchi,smiles,inchikey,iupacname,meshheadings,annothits,annothitcnt,aids,cidcdate,sidsrcname,depcatg,annotation
536,70965098,-9.3,-8.9,-8.7,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[1-(5-methyl-1,2-oxazole-3-carbonyl)piperidin-4-yl]propanamide",SCHEMBL13669946,589.1,C30H33ClN8O3,138,1020,3.6,42,3,9,5,"InChI=1S/C30H33ClN8O3/c1-18-12-26(38-42-18)29(41)39-10-8-19(9-11-39)3-7-27(40)36-25-6-5-22-14-21(25)4-2-20-13-23(16-32-15-20)35-30-33-17-24(31)28(34-22)37-30/h5-6,12,14-17,19-20H,2-4,7-11,13H2,1H3,(H,36,40)(H2,33,34,35,37)",CC1=CC(=NO1)C(=O)N2CCC(CC2)CCC(=O)NC3=C4CCC5CC(=CN=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,XUGQIRLUPUUMFN-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[1-(5-methyl-1,2-oxazole-3-carbonyl)piperidin-4-yl]propanamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
537,70965099,-9,-8.5,-8.1,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-1-(5-methyl-1,2-oxazole-3-carbonyl)piperidine-4-carboxamide",SCHEMBL13669947,560,C29H30ClN7O3,125,987,4.9,40,3,8,3,"InChI=1S/C29H30ClN7O3/c1-17-13-25(36-40-17)28(39)37-11-9-19(10-12-37)27(38)34-24-8-7-22-15-20(24)6-5-18-3-2-4-21(14-18)33-29-31-16-23(30)26(32-22)35-29/h2-4,7-8,13,15-16,18-19H,5-6,9-12,14H2,1H3,(H,34,38)(H2,31,32,33,35)",CC1=CC(=NO1)C(=O)N2CCC(CC2)C(=O)NC3=C4CCC5CC(=CC=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,YLZSEOSYUFPYDV-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-1-(5-methyl-1,2-oxazole-3-carbonyl)piperidine-4-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
538,70965100,-9.5,-9.2,-9.1,"4-[2-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)amino]-2-oxoethyl]-N-(2-fluorophenyl)piperidine-1-carboxamide",SCHEMBL13669948,603.1,C31H32ClFN8O2,124,1040,3.8,43,4,8,4,"InChI=1S/C31H32ClFN8O2/c32-24-18-35-30-37-23-13-20(16-34-17-23)5-6-21-15-22(36-29(24)40-30)7-8-26(21)38-28(42)14-19-9-11-41(12-10-19)31(43)39-27-4-2-1-3-25(27)33/h1-4,7-8,15-20H,5-6,9-14H2,(H,38,42)(H,39,43)(H2,35,36,37,40)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)CC5CCN(CC5)C(=O)NC6=CC=CC=C6F,YICJBXDWQDCINZ-UHFFFAOYSA-N,"4-[2-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)amino]-2-oxoethyl]-N-(2-fluorophenyl)piperidine-1-carboxamide",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
539,70965101,-9.9,-9.2,-8.6,"4-[2-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)amino]-2-oxoethyl]-N-(3-methylphenyl)piperidine-1-carboxamide",SCHEMBL13669949,599.1,C32H35ClN8O2,124,1030,4.1,43,4,7,4,"InChI=1S/C32H35ClN8O2/c1-20-3-2-4-24(13-20)38-32(43)41-11-9-21(10-12-41)15-29(42)39-28-8-7-25-16-23(28)6-5-22-14-26(18-34-17-22)37-31-35-19-27(33)30(36-25)40-31/h2-4,7-8,13,16-19,21-22H,5-6,9-12,14-15H2,1H3,(H,38,43)(H,39,42)(H2,35,36,37,40)",CC1=CC(=CC=C1)NC(=O)N2CCC(CC2)CC(=O)NC3=C4CCC5CC(=CN=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,FZOMDOQLOZVRLI-UHFFFAOYSA-N,"4-[2-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)amino]-2-oxoethyl]-N-(3-methylphenyl)piperidine-1-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
540,70965102,-9.5,-9.3,-9,"N-benzyl-4-[2-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)amino]-2-oxoethyl]piperidine-1-carboxamide",SCHEMBL13669950,599.1,C32H35ClN8O2,124,1010,3.7,43,4,7,5,"InChI=1S/C32H35ClN8O2/c33-27-20-35-31-38-26-14-23(17-34-19-26)6-7-24-16-25(37-30(27)40-31)8-9-28(24)39-29(42)15-21-10-12-41(13-11-21)32(43)36-18-22-4-2-1-3-5-22/h1-5,8-9,16-17,19-21,23H,6-7,10-15,18H2,(H,36,43)(H,39,42)(H2,35,37,38,40)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)CC5CCN(CC5)C(=O)NCC6=CC=CC=C6,ZJODPEWHHKSJAQ-UHFFFAOYSA-N,"N-benzyl-4-[2-[(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)amino]-2-oxoethyl]piperidine-1-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
541,70965103,-8.1,-7.9,-7.7,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[(3S)-1-(4-methyl-1,3-oxazole-5-carbonyl)pyrrolidin-3-yl]urea",SCHEMBL13669952,562,C27H28ClN9O3,150,998,2.5,40,4,9,3,"InChI=1S/C27H28ClN9O3/c1-15-23(40-14-31-15)25(38)37-7-6-19(13-37)34-27(39)35-22-5-4-18-9-17(22)3-2-16-8-20(11-29-10-16)33-26-30-12-21(28)24(32-18)36-26/h4-5,9-12,14,16,19H,2-3,6-8,13H2,1H3,(H2,34,35,39)(H2,30,32,33,36)/t16?,19-/m0/s1",CC1=C(OC=N1)C(=O)N2CC[C@@H](C2)NC(=O)NC3=C4CCC5CC(=CN=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,KGTWLGOAIFPWLQ-CVMIBEPCSA-N,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[(3S)-1-(4-methyl-1,3-oxazole-5-carbonyl)pyrrolidin-3-yl]urea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
542,70965104,-9.1,-8.3,-8.2,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-(5-fluoropyrimidin-2-yl)piperidin-4-yl]acetamide",SCHEMBL13669953,562,C28H29ClFN9O,120,924,3.4,40,3,10,4,"InChI=1S/C28H29ClFN9O/c29-23-16-32-27-36-22-9-18(12-31-15-22)1-2-19-11-21(35-26(23)38-27)3-4-24(19)37-25(40)10-17-5-7-39(8-6-17)28-33-13-20(30)14-34-28/h3-4,11-18H,1-2,5-10H2,(H,37,40)(H2,32,35,36,38)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)CC5CCN(CC5)C6=NC=C(C=N6)F,HIZBQPYRSUOFLD-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-(5-fluoropyrimidin-2-yl)piperidin-4-yl]acetamide",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
543,70965106,-8.9,-8.2,-8.1,"6-chloro-N-(4-phenylpyrimidin-2-yl)-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-amine",SCHEMBL13669955,494,C28H24ClN7,87.6,784,6.7,36,3,7,3,"InChI=1S/C28H24ClN7/c29-23-17-31-28-33-21-8-4-5-18(15-21)9-10-20-16-22(32-26(23)36-28)11-12-24(20)34-27-30-14-13-25(35-27)19-6-2-1-3-7-19/h1-8,11-14,16-18H,9-10,15H2,(H,30,34,35)(H2,31,32,33,36)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC5=NC=CC(=N5)C6=CC=CC=C6,HGCHLAOSLZOJKZ-UHFFFAOYSA-N,"6-chloro-N-(4-phenylpyrimidin-2-yl)-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-amine",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
544,70965107,-9.6,-9.3,-8.7,"2-(1-benzoylpiperidin-4-yl)-N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)acetamide",SCHEMBL13669956,570.1,C31H32ClN7O2,112,978,4,41,3,7,4,"InChI=1S/C31H32ClN7O2/c32-26-19-34-31-36-25-14-21(17-33-18-25)6-7-23-16-24(35-29(26)38-31)8-9-27(23)37-28(40)15-20-10-12-39(13-11-20)30(41)22-4-2-1-3-5-22/h1-5,8-9,16-21H,6-7,10-15H2,(H,37,40)(H2,34,35,36,38)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)CC5CCN(CC5)C(=O)C6=CC=CC=C6,BDNVINOHGZUOPX-UHFFFAOYSA-N,"2-(1-benzoylpiperidin-4-yl)-N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)acetamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
545,70965108,-9.2,-8.2,-8.1,"4-benzoyl-N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)piperazine-1-carboxamide",SCHEMBL13669957,557,C29H29ClN8O2,115,964,3.1,40,3,7,2,"InChI=1S/C29H29ClN8O2/c30-24-18-32-28-34-23-14-19(16-31-17-23)6-7-21-15-22(33-26(24)36-28)8-9-25(21)35-29(40)38-12-10-37(11-13-38)27(39)20-4-2-1-3-5-20/h1-5,8-9,15-19H,6-7,10-14H2,(H,35,40)(H2,32,33,34,36)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)N5CCN(CC5)C(=O)C6=CC=CC=C6,VYZWXKCPRCCJGZ-UHFFFAOYSA-N,"4-benzoyl-N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)piperazine-1-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
546,70965109,-9.7,-9.4,-8.9,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-(4-fluorobenzoyl)piperidin-4-yl]acetamide",SCHEMBL13669958,587.1,C32H32ClFN6O2,99.2,1010,6,42,3,7,4,"InChI=1S/C32H32ClFN6O2/c33-27-19-35-32-37-25-3-1-2-20(16-25)4-5-23-18-26(36-30(27)39-32)10-11-28(23)38-29(41)17-21-12-14-40(15-13-21)31(42)22-6-8-24(34)9-7-22/h1-3,6-11,18-21H,4-5,12-17H2,(H,38,41)(H2,35,36,37,39)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)CC5CCN(CC5)C(=O)C6=CC=C(C=C6)F,PEPQSYAAOTVGIR-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[1-(4-fluorobenzoyl)piperidin-4-yl]acetamide",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
547,70965110,-9.1,-9,-8.9,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-4-phenylpiperazine-1-carboxamide",SCHEMBL13669962,529,C28H29ClN8O,97.8,871,3.8,38,3,7,2,"InChI=1S/C28H29ClN8O/c29-24-18-31-27-33-22-14-19(16-30-17-22)6-7-20-15-21(32-26(24)35-27)8-9-25(20)34-28(38)37-12-10-36(11-13-37)23-4-2-1-3-5-23/h1-5,8-9,15-19H,6-7,10-14H2,(H,34,38)(H2,31,32,33,35)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)N5CCN(CC5)C6=CC=CC=C6,WQZDVSWALGQTAQ-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-4-phenylpiperazine-1-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
548,70965111,-8.9,-8.6,-8.1,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-4-pyrimidin-2-ylpiperazine-1-carboxamide",SCHEMBL13669964,531,C26H27ClN10O,124,874,2.4,38,3,9,2,"InChI=1S/C26H27ClN10O/c27-21-16-31-24-33-20-12-17(14-28-15-20)2-3-18-13-19(32-23(21)35-24)4-5-22(18)34-26(38)37-10-8-36(9-11-37)25-29-6-1-7-30-25/h1,4-7,13-17H,2-3,8-12H2,(H,34,38)(H2,31,32,33,35)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)N5CCN(CC5)C6=NC=CC=N6,TVHURDDHYSIZBW-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-4-pyrimidin-2-ylpiperazine-1-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
549,70965113,-8.6,-8,-8,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-phenylpyrrolidine-1-carboxamide",SCHEMBL13669966,514,C28H28ClN7O,94.5,862,4.1,37,3,6,2,"InChI=1S/C28H28ClN7O/c29-24-16-31-27-33-23-12-18(14-30-15-23)6-7-20-13-22(32-26(24)35-27)8-9-25(20)34-28(37)36-11-10-21(17-36)19-4-2-1-3-5-19/h1-5,8-9,13-16,18,21H,6-7,10-12,17H2,(H,34,37)(H2,31,32,33,35)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CN=CC1C4)NC(=O)N5CCC(C5)C6=CC=CC=C6,MJMJSVPACTVJAW-UHFFFAOYSA-N,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-phenylpyrrolidine-1-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
550,70965114,-8,-8,-7.9,"4-acetyl-N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)piperazine-1-carboxamide",SCHEMBL13669967,495,C24H27ClN8O2,115,845,1.5,35,3,7,1,"InChI=1S/C24H27ClN8O2/c1-15(34)32-6-8-33(9-7-32)24(35)30-21-5-4-18-11-17(21)3-2-16-10-19(13-26-12-16)29-23-27-14-20(25)22(28-18)31-23/h4-5,11-14,16H,2-3,6-10H2,1H3,(H,30,35)(H2,27,28,29,31)",CC(=O)N1CCN(CC1)C(=O)NC2=C3CCC4CC(=CN=C4)NC5=NC=C(C(=N5)NC(=C3)C=C2)Cl,DAZRWLMAKXFRGV-UHFFFAOYSA-N,"4-acetyl-N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)piperazine-1-carboxamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
551,70965115,-6.6,-6.6,-6.6,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-N-methylmethanamine",SCHEMBL13669970,368.9,C19H21ClN6,74.2,538,2.4,26,3,6,2,"InChI=1S/C19H21ClN6/c1-21-9-14-4-5-15-7-13(14)3-2-12-6-16(10-22-8-12)25-19-23-11-17(20)18(24-15)26-19/h4-5,7-8,10-12,21H,2-3,6,9H2,1H3,(H2,23,24,25,26)",CNCC1=C2CCC3CC(=CN=C3)NC4=NC=C(C(=N4)NC(=C2)C=C1)Cl,FYUSOJRALGTXLZ-UHFFFAOYSA-N,"1-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-N-methylmethanamine",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
552,70965117,-8.8,-8.6,-8.5,"1-(3-Chlorophenyl)-3-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)urea",SCHEMBL13669976,493.4,C25H22Cl2N6O,91,779,6.1,34,4,5,2,"InChI=1S/C25H22Cl2N6O/c26-17-4-2-6-19(13-17)31-25(34)32-22-10-9-20-12-16(22)8-7-15-3-1-5-18(11-15)30-24-28-14-21(27)23(29-20)33-24/h1-6,9-10,12-15H,7-8,11H2,(H2,31,32,34)(H2,28,29,30,33)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)NC5=CC(=CC=C5)Cl,VIFYCQCKXVWJSN-UHFFFAOYSA-N,"1-(3-chlorophenyl)-3-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)urea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
553,70965118,-8.8,-8.3,-8.3,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[(3S)-1-(5-methyl-1,2-oxazole-4-carbonyl)pyrrolidin-3-yl]acetamide",SCHEMBL13669977,561,C28H29ClN8O3,138,997,2.5,40,3,9,4,"InChI=1S/C28H29ClN8O3/c1-16-22(13-32-40-16)27(39)37-7-6-18(15-37)9-25(38)35-24-5-4-20-10-19(24)3-2-17-8-21(12-30-11-17)34-28-31-14-23(29)26(33-20)36-28/h4-5,10-14,17-18H,2-3,6-9,15H2,1H3,(H,35,38)(H2,31,33,34,36)/t17?,18-/m0/s1",CC1=C(C=NO1)C(=O)N2CC[C@H](C2)CC(=O)NC3=C4CCC5CC(=CN=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,LHYKIJWIRCEHJJ-ZVAWYAOSSA-N,"N-(6-chloro-2,4,8,18,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-2-[(3S)-1-(5-methyl-1,2-oxazole-4-carbonyl)pyrrolidin-3-yl]acetamide",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
554,70965119,-8.9,-8.5,-8.3,"1-(6-Chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-(1-methylindol-4-yl)urea",SCHEMBL13669980,512,C28H26ClN7O,95.9,883,5.6,37,4,5,2,"InChI=1S/C28H26ClN7O/c1-36-13-12-21-24(6-3-7-25(21)36)34-28(37)33-23-11-10-20-15-18(23)9-8-17-4-2-5-19(14-17)32-27-30-16-22(29)26(31-20)35-27/h2-7,10-13,15-17H,8-9,14H2,1H3,(H2,33,34,37)(H2,30,31,32,35)",CN1C=CC2=C(C=CC=C21)NC(=O)NC3=C4CCC5CC(=CC=C5)NC6=NC=C(C(=N6)NC(=C4)C=C3)Cl,IGJNXMCSDONIQH-UHFFFAOYSA-N,"1-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-(1-methylindol-4-yl)urea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
555,70965120,-8.8,-8.6,-8.5,"1-(6-Chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-naphthalen-1-ylurea",SCHEMBL13669981,509,C29H25ClN6O,91,865,6.7,37,4,5,2,"InChI=1S/C29H25ClN6O/c30-24-17-31-28-33-21-8-3-5-18(15-21)11-12-20-16-22(32-27(24)36-28)13-14-25(20)34-29(37)35-26-10-4-7-19-6-1-2-9-23(19)26/h1-10,13-14,16-18H,11-12,15H2,(H2,34,35,37)(H2,31,32,33,36)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)NC5=CC=CC6=CC=CC=C65,ZXUPOLNGTJAABV-UHFFFAOYSA-N,"1-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-naphthalen-1-ylurea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
556,70965121,-7.2,-6.9,-6.6,"(6-Chloro-2,4,8,14,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-14-yl)-(2,3-dihydrothiophen-5-yl)methanone",SCHEMBL13669982,437.9,C22H20ClN5OS,95.4,756,4.8,30,2,6,1,"InChI=1S/C22H20ClN5OS/c23-18-12-24-22-26-15-5-1-4-14(10-15)13-28(21(29)19-8-3-9-30-19)17-7-2-6-16(11-17)25-20(18)27-22/h1-2,4-8,11-12,14H,3,9-10,13H2,(H2,24,25,26,27)",C1CSC(=C1)C(=O)N2CC3CC(=CC=C3)NC4=NC=C(C(=N4)NC5=CC2=CC=C5)Cl,CMWBIYFJTDVLPS-UHFFFAOYSA-N,"(6-chloro-2,4,8,14,22-pentazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-14-yl)-(2,3-dihydrothiophen-5-yl)methanone",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
557,70965122,-8.3,-7.8,-7.5,"1-(2-Butan-2-ylphenyl)-3-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)urea",SCHEMBL13669983,515,C29H31ClN6O,91,835,7.1,37,4,5,4,"InChI=1S/C29H31ClN6O/c1-3-18(2)23-9-4-5-10-26(23)35-29(37)34-25-14-13-22-16-20(25)12-11-19-7-6-8-21(15-19)33-28-31-17-24(30)27(32-22)36-28/h4-10,13-14,16-19H,3,11-12,15H2,1-2H3,(H2,34,35,37)(H2,31,32,33,36)",CCC(C)C1=CC=CC=C1NC(=O)NC2=C3CCC4CC(=CC=C4)NC5=NC=C(C(=N5)NC(=C3)C=C2)Cl,SVHLTXLDGVPQJO-UHFFFAOYSA-N,"1-(2-butan-2-ylphenyl)-3-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)urea",NULL,Patents,1,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
558,70965123,-8.9,-8.1,-7.9,"1-(6-Chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[2-(2,2-difluoroethyl)phenyl]urea",SCHEMBL13669985,523,C27H25ClF2N6O,91,844,6.6,37,4,7,4,"InChI=1S/C27H25ClF2N6O/c28-21-15-31-26-33-19-6-3-4-16(12-19)8-9-18-13-20(32-25(21)36-26)10-11-23(18)35-27(37)34-22-7-2-1-5-17(22)14-24(29)30/h1-7,10-11,13,15-16,24H,8-9,12,14H2,(H2,34,35,37)(H2,31,32,33,36)",C1CC2=C(C=CC(=C2)NC3=NC(=NC=C3Cl)NC4=CC=CC1C4)NC(=O)NC5=CC=CC=C5CC(F)F,YUJCOBWTQOGIDA-UHFFFAOYSA-N,"1-(6-chloro-2,4,8,22-tetrazatetracyclo[14.3.1.13,7.19,13]docosa-1(19),3,5,7(22),9(21),10,12,17-octaen-12-yl)-3-[2-(2,2-difluoroethyl)phenyl]urea",NULL,Classification|Patents,2,NULL,20130321,SureChEMBL,Curation Efforts|Research and Development,NULL
